Rank,Article Number,Article Title,1st Author Name,Volume Number,Issue Number,Content Type,Online Publish Year,Print Publish Year,Open Access,DOI,PDF Downloads,HTML Views,Total Usage,Paper Citations To Date,Patent Citations To Date,Total Citations To Date,Author Keywords,IEEE Thesaurus Terms,URL
820,8359285,High-Precision Electrical Impedance Tomography Data Acquisition System for Brain Imaging,Xuetao Shi,18,14,orig-research,2018,2018,N,10.1109/JSEN.2018.2836336,616,625,1241,69,0,69,,Capacitance;Data acquisition;Electrodes;Impedance;Tomography;Voltage measurement,https://ieeexplore.ieee.org/document/8359285
820,9693908,Characterization of Knee and Gait Features From a Wearable Tele-Health Monitoring System,Abu Ilius Faisal,22,6,orig-research,2022,2022,N,10.1109/JSEN.2022.3146617,581,660,1241,4,0,4,,Feature extraction;Knee;Machine learning;Monitoring;Older adults;Radio frequency;Support vector machines,https://ieeexplore.ieee.org/document/9693908
821,8543208,Exploiting Symmetries to Design EKFs With Consistency Properties for Navigation and SLAM,Martin Brossard,19,4,orig-research,2018,2019,N,10.1109/JSEN.2018.2882714,711,529,1240,33,0,33,,Covariance matrices;Jacobian matrices;Kalman filters;Navigation;Observability;Simultaneous localization and mapping,https://ieeexplore.ieee.org/document/8543208
822,8334594,A 4.06 mW 10-bit 150 MS/s SAR ADC With 1.5-bit/cycle Operation for Medical Imaging Applications,Sharma Sunny,18,11,orig-research,2018,2018,N,10.1109/JSEN.2018.2825400,773,466,1239,18,0,18,,Biomedical imaging;Capacitors;Error correction;Redundancy;Sensors;Switches;Voltage control,https://ieeexplore.ieee.org/document/8334594
822,9415648,Recent Advancements in the Development of Sensors for the Structural Health Monitoring (SHM) at High-Temperature Environment: A Review,Chandan Dutta,21,14,orig-research,2021,2021,N,10.1109/JSEN.2021.3075535,622,617,1239,16,0,16,,Fiber gratings;Mechanical sensors;Optical fiber sensors;Sensors;Temperature measurement;Temperature sensors;Vibrations,https://ieeexplore.ieee.org/document/9415648
823,9292654,Wearable Body Sensor Networks: State-of-the-Art and Research Directions,Raffaele Gravina,21,11,orig-research,2020,2021,N,10.1109/JSEN.2020.3044447,691,547,1238,26,0,26,,Biomedical monitoring;Biosensors;Monitoring;Sensors;Temperature sensors;Wearable computers;Wearable sensors,https://ieeexplore.ieee.org/document/9292654
823,8631134,Open-Circuit Fault Detection in Stranded PMSM Windings Using Embedded FBG Thermal Sensors,Anees Mohammed,19,9,orig-research,2019,2019,Y,10.1109/JSEN.2019.2894097,980,258,1238,29,0,29,,Circuit faults;Fiber gratings;Monitoring;Thermal sensors;Windings,https://ieeexplore.ieee.org/document/8631134
823,8245773,Influence of Permittivity on the Sensitivity of Porous Elastomer-Based Capacitive Pressure Sensors,Shi-Yu Liu,18,5,orig-research,2018,2018,N,10.1109/JSEN.2017.2789242,644,594,1238,41,0,41,,Capacitance;Dielectric constant;Permittivity;Pressure sensors;Sensitivity;Silver,https://ieeexplore.ieee.org/document/8245773
823,8896039,A Focused Optically Transparent PVDF Transducer for Photoacoustic Microscopy,Cheng Fang,20,5,orig-research,2019,2020,N,10.1109/JSEN.2019.2952971,610,628,1238,29,0,29,,Acoustics;Lenses;Optical device fabrication;Optical imaging;Optical scattering;Optical sensors;Transducers,https://ieeexplore.ieee.org/document/8896039
824,8401881,Polymer Optical Fiber Sensors in Wearable Devices: Toward Novel Instrumentation Approaches for Gait Assistance Devices,Arnaldo G. Leal-Junior,18,17,orig-research,2018,2018,N,10.1109/JSEN.2018.2852363,625,612,1237,55,0,55,,Iron;Mechanical sensors;Optical fiber sensors;Optical fibers;Polymers;Wearable sensors,https://ieeexplore.ieee.org/document/8401881
824,9446130,Gold-Immobilized Photonic Crystal Fiber-Based SPR Biosensor for Detection of Malaria Disease in Human Body,Vijay Shanker Chaudhary,21,16,orig-research,2021,2021,N,10.1109/JSEN.2021.3085829,582,655,1237,93,0,93,,Biosensors;Diseases;Gold;Optical fiber sensors;Sensors;Temperature sensors;Wavelength measurement,https://ieeexplore.ieee.org/document/9446130
825,9256341,Photovoltaic Self-Powered Gas Sensing: A Review,Xiao-Long Liu,21,5,orig-research,2020,2021,N,10.1109/JSEN.2020.3037463,581,655,1236,23,0,23,,Gas detectors;Humidity;Photovoltaic cells;Photovoltaic systems;Sensors;Temperature sensors;Zinc oxide,https://ieeexplore.ieee.org/document/9256341
825,9751758,Surface Electromyography as a Natural Human?Machine Interface: A Review,Mingde Zheng,22,10,orig-research,2022,2022,N,10.1109/JSEN.2022.3165988,618,618,1236,14,0,14,,Electrodes;Electromyography;Hardware;Muscles;Optical fiber sensors;Sensors;Skin,https://ieeexplore.ieee.org/document/9751758
825,8303687,SenseIO: Realistic Ubiquitous Indoor Outdoor Detection System Using Smartphones,Mohsen Ali,18,9,orig-research,2018,2018,N,10.1109/JSEN.2018.2810193,627,609,1236,37,0,37,,Accelerometers;Activity recognition;Microprocessors;Poles and towers;Smart phones;Wireless fidelity,https://ieeexplore.ieee.org/document/8303687
826,8320622,A Framework for Infrastructure-Free Indoor Localization Based on Pervasive Sound Analysis,Ricardo Leonardo,18,10,orig-research,2018,2018,Y,10.1109/JSEN.2018.2817887,625,610,1235,24,0,24,,Data mining;Feature extraction;Mel frequency cepstral coefficient;Sensors;Spectrogram;Support vector machines,https://ieeexplore.ieee.org/document/8320622
827,8698869,Dynamic Nonlinearity in Piezoelectric Flexural Ultrasonic Transducers,Andrew Feeney,19,15,orig-research,2019,2019,Y,10.1109/JSEN.2019.2911158,680,554,1234,13,0,13,,Acoustics;Dynamics;Resonant frequency;Transducers;Ultrasonic transducers;Ultrasonic variables measurement;Vibrations,https://ieeexplore.ieee.org/document/8698869
827,8302834,Electrochemical Phosphate Sensors Using Silver Nanowires Treated Screen Printed Electrodes,Md Faisal Kabir,18,9,orig-research,2018,2018,N,10.1109/JSEN.2018.2808163,567,667,1234,38,0,38,,Carbon;Electrodes;Ions;Nanowires;Sensitivity;Sensors;Silver,https://ieeexplore.ieee.org/document/8302834
828,8886427,"A Sleep Apnea Monitoring IC for Respiration, Heart-Rate, SpO2 and Pulse-Transit Time Measurement Using Thermistor, PPG and Body-Channel Communication",Dong-Hee Kim,20,4,orig-research,2019,2020,N,10.1109/JSEN.2019.2950367,700,533,1233,9,0,9,,Frequency modulation;Light emitting diodes;Monitoring;Sensors;Sleep apnea;Wires,https://ieeexplore.ieee.org/document/8886427
828,9149591,A Novel Camera-Free Eye Tracking Sensor for Augmented Reality Based on Laser Scanning,Johannes Meyer,20,24,orig-research,2020,2020,N,10.1109/JSEN.2020.3011985,611,622,1233,13,0,13,,Glass;Laser beams;Micromechanical devices;Mirrors;Optical sensors;Retina,https://ieeexplore.ieee.org/document/9149591
829,8357763,Parametric Study of p-n Junctions and Structures for CMOS-Integrated Single-Photon Avalanche Diodes,Soumya Bose,18,13,orig-research,2018,2018,N,10.1109/JSEN.2018.2835762,667,565,1232,13,0,13,,CMOS process;Detectors;P-n junctions;Performance evaluation;Photonics,https://ieeexplore.ieee.org/document/8357763
830,8440047,Fiber-Optic Perimeter Intrusion Detection by Employing a Fiber Laser Cavity in Each Defensed Zone,Kung-Sung Lin,18,20,orig-research,2018,2018,Y,10.1109/JSEN.2018.2866223,798,433,1231,5,0,5,,Laser excitation;Optical fiber cables;Optical fiber couplers;Optical fiber sensors;Optical interferometry,https://ieeexplore.ieee.org/document/8440047
830,8643795,NETRA: Enhancing IoT Security Using NFV-Based Edge Traffic Analysis,Rishi Sairam,19,12,orig-research,2019,2019,N,10.1109/JSEN.2019.2900097,643,588,1231,27,0,27,,Computer architecture;Containers;Fuels;Image edge detection;Logic gates;Network function virtualization;Security,https://ieeexplore.ieee.org/document/8643795
831,8417962,The Scrovegni Chapel Moves Into the Future: An Innovative Internet of Things Solution Brings New Light to Giotto?s Masterpiece,Paola Pierleoni,18,18,orig-research,2018,2018,Y,10.1109/JSEN.2018.2858543,688,542,1230,22,0,22,,Cultural differences;Internet of Things;Lighting;Monitoring;Real-time systems;Sensors;Temperature measurement,https://ieeexplore.ieee.org/document/8417962
831,9296785,Industrial Fluid Flow Measurement Using Optical Fiber Sensors: A Review,Harsh Gupta,21,6,orig-research,2020,2021,N,10.1109/JSEN.2020.3045506,603,627,1230,19,0,19,,Computer vision;Flowmeters;Fluid flow measurement;Image motion analysis;Optical fiber sensors;Optical variables measurement;Temperature measurement,https://ieeexplore.ieee.org/document/9296785
832,8489934,Investigation on Simulation-Based Specific Absorption Rate in Ultra-Wideband Antenna for Breast Cancer Detection,Suresh Subramanian,18,24,orig-research,2018,2018,N,10.1109/JSEN.2018.2875621,722,507,1229,37,0,37,,Bandwidth;Cancer;Microstrip antennas;Permittivity;Tumors;Ultra wideband antennas,https://ieeexplore.ieee.org/document/8489934
832,8693520,Data Rate Fingerprinting: A WLAN-Based Indoor Positioning Technique for Passive Localization,Yaoxin Duan,19,15,orig-research,2019,2019,N,10.1109/JSEN.2019.2911690,682,547,1229,27,0,27,,Heuristic algorithms;Indoor environment;Switches;Wireless communication;Wireless fidelity;Wireless sensor networks,https://ieeexplore.ieee.org/document/8693520
833,8304620,NLOS Identification in Range-Based Source Localization: Statistical Approach,Abbas Abolfathi Momtaz,18,9,orig-research,2018,2018,N,10.1109/JSEN.2018.2810257,670,558,1228,37,0,37,,Base stations;Correlation;Eigenvalues and eigenfunctions;Mathematical model;Nonlinear optics;Sensors;Sorting,https://ieeexplore.ieee.org/document/8304620
834,8309387,WiFi Sensing-Based Real-Time Bus Tracking and Arrival Time Prediction in Urban Environments,Rui Zhang,18,11,orig-research,2018,2018,N,10.1109/JSEN.2018.2813983,636,591,1227,26,0,26,,Radio frequency;Real-time systems;Roads;Sensors;Tools;Urban areas;Wireless fidelity,https://ieeexplore.ieee.org/document/8309387
834,8259250,AlGaN/GaN Micro-Hall Effect Devices for Simultaneous Current and Temperature Measurements From Line Currents,Thomas P. White,18,7,orig-research,2018,2018,N,10.1109/JSEN.2018.2794264,673,554,1227,29,0,29,,Aluminum gallium nitride;Magnetic fields;Temperature distribution;Temperature measurement;Temperature sensors;Wide band gap semiconductors,https://ieeexplore.ieee.org/document/8259250
834,9557305,Coexistence and Interference Mitigation for WPANs and WLANs From Traditional Approaches to Deep Learning: A Review,Dong Chen,21,22,orig-research,2021,2021,Y,10.1109/JSEN.2021.3117399,730,497,1227,5,0,5,,Bluetooth;IEEE 802.15 Standard;Interchannel interference;Interference;Sensors;Wireless LAN;Wireless personal area networks,https://ieeexplore.ieee.org/document/9557305
835,8244285,TDLAS-Based Detection of Dissolved Methane in Power Transformer Oil and Field Application,Jun Jiang,18,6,orig-research,2018,2018,N,10.1109/JSEN.2017.2788871,665,561,1226,51,0,51,,Absorption;Gases;Harmonic analysis;Methane;Oils;Power transformers;Sensors,https://ieeexplore.ieee.org/document/8244285
835,9363172,Low-Power High-Sensitivity Photoplethysmography Sensor for Wearable Health Monitoring System,Binghui Lin,21,14,orig-research,2021,2021,N,10.1109/JSEN.2021.3062189,693,533,1226,17,0,17,,Blood;Heart rate;Light emitting diodes;Optical receivers;Optical sensors;Optical transmitters;Resistors,https://ieeexplore.ieee.org/document/9363172
835,8283621,Distributed Partial Discharge Detection in a Power Transformer Based on Phase-Shifted FBG,Guo-Ming Ma,18,7,orig-research,2018,2018,N,10.1109/JSEN.2018.2803056,701,525,1226,73,0,73,,Acoustics;Fiber gratings;Partial discharges;Power transformers;Sensitivity;Sensors,https://ieeexplore.ieee.org/document/8283621
836,8361789,Acoustic Power Transfer and Communication With a Wireless Sensor Embedded Within Metal,Victor Farm-Guoo Tseng,18,13,orig-research,2018,2018,N,10.1109/JSEN.2018.2839558,689,535,1224,23,0,23,,Acoustics;Metals;Temperature sensors;Transducers;Transponders;Wireless sensor networks,https://ieeexplore.ieee.org/document/8361789
837,9350662,Wide-Range Flexible Capacitive Pressure Sensors Based on Origami Structure,Xueyang Liu,21,8,orig-research,2021,2021,N,10.1109/JSEN.2021.3058275,580,643,1223,12,0,12,,Dielectrics;Electrodes;Intelligent sensors;Pressure sensors;Sensitivity;Sensors;Strain,https://ieeexplore.ieee.org/document/9350662
838,9187640,Privacy-Preserving Wandering Behavior Sensing in Dementia Patients Using Modified Logistic and Dynamic Newton Leipnik Maps,Syed Aziz Shah,21,3,orig-research,2020,2021,Y,10.1109/JSEN.2020.3022564,647,575,1222,23,0,23,,Gray-scale;Machine learning;Principal component analysis;Radar imaging;Senior citizens;Sensors,https://ieeexplore.ieee.org/document/9187640
839,8815823,DL-RNN: An Accurate Indoor Localization Method via Double RNNs,Siqi Bai,20,1,orig-research,2019,2020,N,10.1109/JSEN.2019.2936412,688,532,1220,28,0,28,,Fingerprint recognition;Hidden Markov models;Mathematical model;Position measurement;Recurrent neural networks;Servers;Trajectory,https://ieeexplore.ieee.org/document/8815823
840,8594610,A New Velocity Meter Based on Hall Effect Sensors for UAV Indoor Navigation,Shady Zahran,19,8,orig-research,2018,2019,N,10.1109/JSEN.2018.2890094,648,569,1217,24,0,24,,Force;Global navigation satellite system;Hall effect;Magnetic sensors;Velocity measurement,https://ieeexplore.ieee.org/document/8594610
841,9055188,Unsupervised Super-Resolution of OCT Images Using Generative Adversarial Network for Improved Age-Related Macular Degeneration Diagnosis,Vineeta Das,20,15,orig-research,2020,2020,N,10.1109/JSEN.2020.2985131,641,575,1216,23,0,23,,Gallium nitride;Generative adversarial networks;Image reconstruction;Retina;Training,https://ieeexplore.ieee.org/document/9055188
842,8626430,Effect of Geometry on Sensitivity and Offset of AlGaN/GaN and InAlN/GaN Hall-Effect Sensors,Hannah S. Alpert,19,10,orig-research,2019,2019,N,10.1109/JSEN.2019.2895546,653,562,1215,19,0,19,,Aluminum gallium nitride;Gallium nitride;Geometry;Magnetic fields;Sensitivity;Sensors;Voltage measurement,https://ieeexplore.ieee.org/document/8626430
843,9288857,Effect of Platinum-Catalysed Silicone Elastomer Encapsulation on the Performance of Embedded Stretchable Capacitive Multimodal Sensor,Sattar Din,21,5,orig-research,2020,2021,N,10.1109/JSEN.2020.3043625,695,519,1214,2,0,2,,Capacitive sensors;Encapsulation;Robot sensing systems;Sensor phenomena and characterization;Sensors;Strain;Temperature sensors,https://ieeexplore.ieee.org/document/9288857
843,8851197,Long-Term Reliability of Fiber-Optic Current Sensors,Mikl�s Lenner,20,2,orig-research,2019,2020,N,10.1109/JSEN.2019.2944346,579,635,1214,26,0,26,,Optical fiber couplers;Optical fiber polarization;Optical fiber sensors;Optical fiber testing;Temperature sensors,https://ieeexplore.ieee.org/document/8851197
844,8510792,Microwave Field Uniformity Impact on DC Magnetic Sensing With NV Ensembles in Diamond,Ning Zhang,19,2,orig-research,2018,2019,N,10.1109/JSEN.2018.2878220,664,549,1213,23,0,23,,Diamond;Frequency modulation;Magnetic resonance;Magnetic resonance imaging;Optical ring resonators;Sensors,https://ieeexplore.ieee.org/document/8510792
845,9108281,E-nose Prototype to Monitoring the Growth and Maturation of Peaches in the Orchard,Henike Guilherme Jordan Voss,20,20,orig-research,2020,2020,N,10.1109/JSEN.2020.3000070,612,600,1212,13,0,13,,Electronic noses;Ethanol;Gas detectors;Gases;Monitoring;Prototypes,https://ieeexplore.ieee.org/document/9108281
845,8304621,Motionlets Matching With Adaptive Kernels for 3-D Indian Sign Language Recognition,P. V. V. Kishore,18,8,orig-research,2018,2018,N,10.1109/JSEN.2018.2810449,668,544,1212,49,0,49,,Assistive technology;Cameras;Gesture recognition;Hidden Markov models;Sensors;Solid modeling;Three-dimensional displays,https://ieeexplore.ieee.org/document/8304621
846,9481153,Quality Variable Prediction for Nonlinear Dynamic Industrial Processes Based on Temporal Convolutional Networks,Xiaofeng Yuan,21,18,orig-research,2021,2021,N,10.1109/JSEN.2021.3096215,577,634,1211,18,0,18,,Convolution;Data models;Deep learning;Feature extraction;Kernel;Process control;Sensor phenomena and characterization,https://ieeexplore.ieee.org/document/9481153
846,8718363,Fault Diagnosis of Brushless DC Motors Using Built-In Hall Sensors,Omid Zandi,19,18,orig-research,2019,2019,N,10.1109/JSEN.2019.2917847,696,515,1211,26,0,26,,DC motors;Discrete wavelet transforms;Fault detection;Induction motors;Permanent magnet motors;Sensors,https://ieeexplore.ieee.org/document/8718363
846,9146168,Microplastic Detection in Soil and Water Using Resonance Microwave Spectroscopy: A Feasibility Study,Oleksandr Malyuskin,20,24,orig-research,2020,2020,N,10.1109/JSEN.2020.3011311,589,622,1211,21,0,21,,Environmental monitoring;Microwave antennas;Microwave sensors;Resonance;Sensor phenomena and characterization;Sensor systems and applications,https://ieeexplore.ieee.org/document/9146168
846,9469889,Metal-Organic Framework Materials Coupled to Optical Fibers for Chemical Sensing: A Review,Chen Zhu,21,18,orig-research,2021,2021,N,10.1109/JSEN.2021.3094092,602,609,1211,17,0,17,,Chemical and biological sensors;Chemical sensors;Chemicals;Dielectrics;Optical fiber sensors;Sensitivity;Sensors,https://ieeexplore.ieee.org/document/9469889
846,9925915,Recent Advances in Pedestrian Inertial Navigation Based on Smartphone: A Review,Qu Wang,22,23,orig-research,2022,2022,N,10.1109/JSEN.2022.3213836,664,547,1211,5,0,5,,Fingerprint recognition;Global navigation satellite system;Inertial navigation;Location awareness;Navigation;Power demand;Sensors,https://ieeexplore.ieee.org/document/9925915
